date,store_id,store_name,region,product_category,product_name,units_sold,unit_price,revenue,starting_inventory,inventory_level,customer_visits,transactions,promotion_flag
2025-06-02,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,9,159,1431,176,167,264,4,False
2025-06-02,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,11,129,1419,122,111,264,5,False
2025-06-02,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,10,69,690,99,89,264,6,False
2025-06-02,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,13,79,1027,153,140,264,5,False
2025-06-02,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,11,34,374,137,126,264,5,False
2025-06-02,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,13,44,572,161,148,264,9,False
2025-06-02,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,14,29,406,100,86,264,6,True
2025-06-02,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,9,329,2961,95,86,397,4,False
2025-06-02,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,5,399,1995,173,168,397,2,False
2025-06-02,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,6,189,1134,52,46,397,4,False
2025-06-02,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,18,89,1602,160,142,397,8,False
2025-06-02,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,18,119,2142,53,35,397,9,False
2025-06-02,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,19,99,1881,67,48,397,8,False
2025-06-02,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,18,149,2682,135,117,397,11,True
2025-06-02,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,15,159,2385,42,27,397,8,False
2025-06-02,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,18,129,2322,148,130,397,11,False
2025-06-02,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,22,69,1518,41,19,397,12,False
2025-06-02,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,17,79,1343,84,67,397,15,True
2025-06-02,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,30,34,1020,55,25,397,16,True
2025-06-02,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,14,44,616,119,105,397,10,False
2025-06-02,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,12,29,348,161,149,397,8,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,12,329,3948,103,91,463,8,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,9,399,3591,110,101,463,7,True
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,9,189,1701,136,127,463,5,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,22,89,1958,111,89,463,14,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,20,119,2380,156,136,463,16,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,24,99,2376,50,26,463,14,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,12,149,1788,151,139,463,6,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,14,159,2226,100,86,463,11,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,20,129,2580,76,56,463,9,True
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,26,69,1794,155,129,463,14,True
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,14,79,1106,46,32,463,7,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,23,34,782,123,100,463,11,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,23,44,1012,144,121,463,11,False
2025-06-03,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,18,29,522,128,110,463,10,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,10,329,3290,92,82,203,6,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,8,399,3192,106,98,203,3,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,14,189,2646,40,26,203,6,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,18,89,1602,90,72,203,9,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,14,119,1666,173,159,203,7,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,14,99,1386,46,32,203,8,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,17,149,2533,84,67,203,11,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,14,159,2226,174,160,203,10,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,26,129,3354,35,9,203,23,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,20,69,1380,124,104,203,13,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,10,79,790,146,136,203,4,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,15,34,510,143,128,203,11,False
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,17,44,748,155,138,203,8,True
2025-06-03,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,31,29,899,86,55,203,26,True
2025-06-03,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,9,329,2961,57,48,454,5,False
2025-06-03,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,10,399,3990,92,82,454,5,False
2025-06-03,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,11,189,2079,48,37,454,5,False
2025-06-03,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,14,89,1246,38,24,454,8,False
2025-06-03,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,17,119,2023,55,38,454,13,False
2025-06-03,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,19,99,1881,112,93,454,12,False
2025-06-03,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,10,149,1490,116,106,454,5,False
2025-06-03,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,22,159,3498,67,45,454,18,False
2025-06-03,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,20,129,2580,138,118,454,11,True
2025-06-03,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,23,69,1587,59,36,454,10,True
2025-06-03,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,17,79,1343,141,124,454,7,False
2025-06-03,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,29,34,986,67,38,454,24,False
2025-06-03,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,24,44,1056,86,62,454,11,True
2025-06-03,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,13,29,377,150,137,454,6,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,6,329,1974,145,139,377,4,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,7,399,2793,60,53,377,4,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,8,189,1512,114,106,377,4,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,10,89,890,154,144,377,6,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,9,119,1071,152,143,377,5,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,15,99,1485,180,165,377,8,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,11,149,1639,91,80,377,5,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,9,159,1431,133,124,377,7,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,23,129,2967,98,75,377,12,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,9,69,621,102,93,377,4,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,14,79,1106,50,36,377,7,True
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,21,34,714,124,103,377,11,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,17,44,748,132,115,377,8,False
2025-06-03,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,12,29,348,92,80,377,10,False
2025-06-03,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,8,329,2632,121,113,270,4,False
2025-06-03,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,8,399,3192,127,119,270,4,False
2025-06-03,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,14,189,2646,123,109,270,7,False
2025-06-03,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,12,89,1068,164,152,270,5,False
2025-06-03,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,12,119,1428,39,27,270,7,True
2025-06-03,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,20,99,1980,57,37,270,13,False
2025-06-03,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,12,149,1788,48,36,270,6,False
2025-06-03,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,12,159,1908,171,159,270,10,False
2025-06-03,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,22,129,2838,90,68,270,15,False
2025-06-03,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,20,69,1380,87,67,270,12,False
2025-06-03,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,12,79,948,168,156,270,7,False
2025-06-03,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,27,34,918,98,71,270,18,False
2025-06-03,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,30,44,1320,101,71,270,24,True
2025-06-03,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,16,29,464,59,43,270,7,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,7,329,2303,139,132,366,4,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,9,399,3591,86,77,366,7,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,13,189,2457,168,155,366,7,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,23,89,2047,79,56,366,12,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,14,119,1666,78,64,366,7,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,20,99,1980,124,104,366,14,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,13,149,1937,147,134,366,7,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,13,159,2067,82,69,366,8,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,32,129,4128,178,146,366,14,True
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,17,69,1173,103,86,366,15,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,15,79,1185,99,84,366,10,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,22,34,748,81,59,366,10,False
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,25,44,1100,137,112,366,14,True
2025-06-04,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,24,29,696,140,116,366,13,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,6,329,1974,61,55,216,4,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,5,399,1995,176,171,216,3,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,10,189,1890,118,108,216,9,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,25,89,2225,147,122,216,17,True
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,14,119,1666,46,32,216,8,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,18,99,1782,167,149,216,12,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,15,149,2235,65,50,216,11,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,16,159,2544,95,79,216,11,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,22,129,2838,67,45,216,9,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,14,69,966,173,159,216,8,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,8,79,632,83,75,216,3,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,19,34,646,159,140,216,11,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,17,44,748,62,45,216,8,False
2025-06-04,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,25,29,725,62,37,216,21,True
2025-06-04,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,10,329,3290,91,81,235,5,False
2025-06-04,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,10,399,3990,78,68,235,4,False
2025-06-04,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,12,189,2268,115,103,235,6,False
2025-06-04,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,23,89,2047,37,14,235,12,False
2025-06-04,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,18,119,2142,69,51,235,8,True
2025-06-04,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,21,99,2079,117,96,235,13,False
2025-06-04,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,12,149,1788,36,24,235,5,False
2025-06-04,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,21,159,3339,104,83,235,12,True
2025-06-04,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,18,129,2322,169,151,235,16,False
2025-06-04,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,22,69,1518,172,150,235,12,False
2025-06-04,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,18,79,1422,46,28,235,8,True
2025-06-04,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,16,34,544,134,118,235,10,False
2025-06-04,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,13,44,572,179,166,235,9,False
2025-06-04,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,17,29,493,141,124,235,9,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,5,329,1645,38,33,289,2,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,7,399,2793,116,109,289,4,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,6,189,1134,38,32,289,3,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,13,89,1157,65,52,289,6,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,11,119,1309,36,25,289,5,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,16,99,1584,84,68,289,9,True
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,18,149,2682,169,151,289,9,True
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,16,159,2544,74,58,289,13,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,13,129,1677,151,138,289,10,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,14,69,966,143,129,289,7,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,10,79,790,154,144,289,6,True
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,13,34,442,128,115,289,9,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,21,44,924,52,31,289,9,False
2025-06-04,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,10,29,290,35,25,289,4,False
2025-06-04,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,8,329,2632,69,61,370,4,False
2025-06-04,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,11,399,4389,113,102,370,5,True
2025-06-04,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,11,189,2079,139,128,370,8,False
2025-06-04,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,19,89,1691,113,94,370,10,False
2025-06-04,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,12,119,1428,178,166,370,6,False
2025-06-04,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,21,99,2079,159,138,370,11,False
2025-06-04,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,11,149,1639,57,46,370,9,False
2025-06-04,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,24,159,3816,93,69,370,10,True
2025-06-04,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,25,129,3225,164,139,370,16,False
2025-06-04,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,12,69,828,166,154,370,6,False
2025-06-04,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,13,79,1027,167,154,370,6,False
2025-06-04,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,25,34,850,41,16,370,16,True
2025-06-04,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,19,44,836,128,109,370,14,False
2025-06-04,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,13,29,377,139,126,370,10,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,10,329,3290,49,39,436,4,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,10,399,3990,111,101,436,8,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,10,189,1890,75,65,436,5,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,19,89,1691,165,146,436,10,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,11,119,1309,119,108,436,5,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,14,99,1386,53,39,436,7,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,11,149,1639,76,65,436,6,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,18,159,2862,172,154,436,9,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,19,129,2451,46,27,436,10,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,18,69,1242,167,149,436,7,True
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,14,79,1106,40,26,436,6,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,18,34,612,40,22,436,8,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,24,44,1056,126,102,436,14,False
2025-06-05,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,26,29,754,162,136,436,18,True
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,9,329,2961,117,108,256,5,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,8,399,3192,67,59,256,5,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,14,189,2646,130,116,256,6,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,11,89,979,175,164,256,7,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,16,119,1904,35,19,256,13,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,19,99,1881,67,48,256,9,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,10,149,1490,82,72,256,6,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,19,159,3021,158,139,256,9,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,35,129,4515,123,88,256,28,True
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,16,69,1104,149,133,256,7,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,11,79,869,143,132,256,9,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,26,34,884,156,130,256,13,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,24,44,1056,171,147,256,14,False
2025-06-05,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,17,29,493,48,31,256,7,False
2025-06-05,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,8,329,2632,172,164,363,4,False
2025-06-05,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,5,399,1995,49,44,363,4,False
2025-06-05,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,10,189,1890,103,93,363,5,False
2025-06-05,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,20,89,1780,55,35,363,11,False
2025-06-05,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,19,119,2261,69,50,363,16,False
2025-06-05,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,18,99,1782,115,97,363,8,True
2025-06-05,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,18,149,2682,151,133,363,12,False
2025-06-05,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,21,159,3339,177,156,363,10,False
2025-06-05,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,29,129,3741,157,128,363,18,False
2025-06-05,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,16,69,1104,126,110,363,10,False
2025-06-05,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,12,79,948,117,105,363,5,False
2025-06-05,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,20,34,680,144,124,363,9,False
2025-06-05,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,27,44,1188,157,130,363,15,False
2025-06-05,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,16,29,464,165,149,363,9,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,6,329,1974,122,116,213,3,True
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,5,399,1995,98,93,213,3,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,9,189,1701,69,60,213,4,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,17,89,1513,108,91,213,11,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,17,119,2023,114,97,213,10,True
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,17,99,1683,89,72,213,8,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,10,149,1490,120,110,213,5,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,14,159,2226,135,121,213,7,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,19,129,2451,128,109,213,10,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,15,69,1035,76,61,213,11,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,7,79,553,83,76,213,5,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,13,34,442,54,41,213,7,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,20,44,880,153,133,213,10,False
2025-06-05,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,12,29,348,62,50,213,6,True
2025-06-05,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,10,329,3290,110,100,289,4,False
2025-06-05,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,5,399,1995,102,97,289,2,False
2025-06-05,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,13,189,2457,168,155,289,8,False
2025-06-05,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,14,89,1246,101,87,289,10,True
2025-06-05,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,16,119,1904,155,139,289,11,False
2025-06-05,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,23,99,2277,113,90,289,11,False
2025-06-05,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,17,149,2533,171,154,289,9,False
2025-06-05,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,15,159,2385,135,120,289,8,False
2025-06-05,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,33,129,4257,158,125,289,15,True
2025-06-05,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,22,69,1518,115,93,289,12,False
2025-06-05,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,13,79,1027,55,42,289,6,True
2025-06-05,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,18,34,612,52,34,289,8,False
2025-06-05,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,19,44,836,44,25,289,10,False
2025-06-05,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,19,29,551,51,32,289,15,True
2025-06-06,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,10,329,3290,160,150,344,6,True
2025-06-06,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,11,399,4389,171,160,344,5,True
